Label,Text
0,都不够我一手握的。这幺小的苹果我还第一次见。很不值
1,宝贝很好 给爸爸买的 爸爸很喜欢 穿上显年轻 爸爸很开心 我也很开心
0,联想到前段时间华为用库存芯片到旗舰机上。。。我觉得你们有必要好好反省了，不光埋头做产品的如此，你们售后也应该一样反思！
0,一个充满铜臭的酒店。吸氧，每小时要收90元。办理入住，直接扣除2天房费，并声称若不足2天，不退款。热水龙头出水奇慢。相关问题，前台一问三不知。
1,货流速度快，拆箱后查验，是正品，价格并没有优惠多少，唯一的优势是当天送货上门。
1,东西收到，店家服务态度好，物流速度快，苹果每个都很漂亮，满意给全满分好评
1,很不错，买来就用上了。非常棒啊…会一直支持京东
0,衣服大小合适，面料也不错
0,住过的最差酒店！夜里2点左右走道里开始有打斗声，尖叫声，吵闹声，至少30分钟！室内地毯肮脏不堪，到处都是黑色或棕色印记，浴缸里也很多污痕或许干脆就是破损。淋雨头时常从固定处掉下来，洗个澡要靠一只手时刻拿着淋浴花洒。绝不住第二次！
1,非常棒的华为平板，大小合适，可以通话，正好给送妈妈，把旧的手机升级了。京东物流从下单到家门12小时，赞赞赞。
1,外观精美，屏幕清晰，连上wifi后运行流畅，唯一不足～电量不耐用
1,香草冰激凌，蒙牛的，喜欢滴。
1,物流超快，下单第二天就到了！用来看电子书和视频很棒！电量也耐用，喜欢！！
0,火龙果 有一个很奇类 跟另外2个差距太大 就是很小 ！苹果不脆 很松
0,买了不到二十天750卖了，安卓的平板建议大家还是不要买了，好多软件更新非常慢，这个跟大屏手机一样，装的都是手机的APP买来用两天卡的受不了，后来才知道华为的东西都是高价低配。再也不买华为了。
0,在携程已经确认的订单，酒店前台竟然查不到，怪了
0,没有看到使用截止日期，说好的赠品也没有，还有待进一步使用。
0,洗发水太差劲了，本来没有头皮屑的，用过这种洗发水头好出油不说，头皮屑也多，头皮发痒
0,这还买的水果一点都不满意，坏得太多，不是碰坏的，本身坏了，
1,很新潮	很适合学生	外观好靓
0,衣服实际颜色和图片显示差别大，尺寸小，严重有皱褶，起球。
1,环境还算幽静。别墅标间的房间略小。卫生间倒还算宽敞，设施较好。服务还好。就是价格太高。
0,什么进口红柚，又酸又苦，家里人尝了尝就没人再吃了，白花了几十块钱
0,不厚道地怀疑他们有私人恩怨（比如所谓不配合之类）不然蒙牛这么逆天的企业为啥不改又不死还没人出来说话？
0,服务差。预定后说有送迷你吧的饮料。等了一个晚上都没有饮料。
0,都漏出来了，这包装真行。
1,蒙牛+手工饼干搭配不错慢慢复习@菲家西点铺
1,房子还好，地理位置也还不错，但是不值得这样的价位。同样的水平，徐汇区的华亭宾馆才600多元，这里却要1000元。
1,相信品牌！相信京东！物流超赞！味道不错！新鲜可见！包装完好！潘总代言……呵呵！
1,宝贝已收到，包装严实，质量很好，屏幕大用着方便，非常满意的一次购物，好评
1,性价比很高的一款平板，华为大品牌，值得信赖！
1,有时候，一本好书的标准不是情节多么跌宕起伏，场面描写多么宏伟，蕴涵的社会意义有多深，这些，在很多时候都不是读书的目的。当现代生活越来越快速，生活压力越来越大的时候，能让烦闷的人们在阅读的时候心情愉悦的书，就是一本好书。这本书的经典就在于此。我已将这本书送给一个朋友，因为好心情是要分享的。
0,机场旁边就是图个搭飞机方便，谈不上什么服务，酒店就是一个快捷酒店，中规中矩，就凑合睡个觉而已。综合来说只能算一般般吧。
1,很满意啊，物流很快，第二天就到了，比超市便宜好多。
1,价格实惠，一直用这个牌子，好用实惠，快递速度快
0,呵呵自己看吧，还是去超市买。真还是假，不信买了试试
1,在自提点检测了挺久，算是完美屏吧，各方面性能也不错，跑vista也没什么不好，所以没改装XP。 样子还是蛮好看的，网上自己搞定了分区。
0,这个苹果太差，一点都不新鲜，坏心。
1,面料很好，款式不错老公非常满意。
1,一直用沙宣，洗完头超级舒服，小装旅行用，不用再单独买了，方便方便，物流给力呀
1,到货很快，确实实惠，下次还要再来！
1,手机是不错就是拿起来好重
1,非常好的商品非常好的商品非常好的商品
1,还不错，希望价格更优惠。还不错，希望价格更优惠。
1,裤子很好，很显腿长，很不错，大家好好考虑考虑吧
1,大 就是大 牛逼性杠杠的
1,还不错的商品，京东师傅服务也很好，送货上门很便捷。
1,个头适中，脆甜的口感，很新鲜哦
1,宝贝非常好穿起来非常舒服比较满意
0,自己不买和告诫身边的人就好了! 你要理解这个世界傻逼的人总是存在的.对不起，又打错别字了 抵制蒙牛两年了。没用，人家造赚
0,如果有0星，我肯定给。手机刚买第三天就出现死机，问客服还说帮忙问问，然后就没有然后了，第一次在京东购物有如此差的感受，希望京东珍视自己的品牌，彻底清除一些*冒伪劣的商家，以后再也不会在京东上买手机了。
0,四个字严重差评 浪费钱
1,昨天到的，电话打不通，快递员直接送到家，真好，就是刚买就降价了，
1,自营物流很好，果子也很不错，满意
0,我找了半天客服都找不到！买了红心发白心
1,相信京东！第一次在京东上买水果，感觉还不错。
1,选料做工都不错，拿在手里很有质感。自带的数码相机也挺好，可外接闪光灯，支持视频拍摄功能，效果也说的过去。还有延时录制及播放功能，视频及图像可通过E-mail或MMS短信与文字及声音一起发到别的手机上。电话本的容量也够大，内置Modem，速度也还可以接收，最关键的是刚降完价。
0,超乎寻常之差，怎么评的三星不知道，按说就那设施水平连县级招待所都不如。房间巨窄，洗手间就纯一厕所，连个放物品的台子都没有，地漏巨容易堵，刚洗5分钟就水漫金山。总之，设备过于陈旧，建议各位驴友切勿上当。
1,生鲜很好，快递很快，快递员速度很快。必须给个好评了。
1,价格实惠 家用实惠装啊 活动购买的 很满意的一次网购 家里人很喜欢用这个 好评 有机会再来了
0,酒店周围倒是很安静，偶尔还有出租车停近院子。酒店比较旧。早餐很早就结束了，好像9点吧，感觉每天都要赶时间去吃早餐。
0,差评，要不是我催单了还不发货呢。第一次京东买东西能24小时后发货。厉害了
1,宝贝收到了，质量不清楚，用过一段时间再来评价，但是就凭这音效就不亏。
1,一直用这个，感觉还行吧，可以用很久，有点香，物流很快很给力！
0,相比超市卖的，味道非常寡淡，而且烂了一个
0,写着有赠品的，发来说没有，差评
0,服务很差，没有餐厅，早饭要走几十米去外面咖啡店。护照还不能入住，国际航班十几小时飞过来前台居然让去派出所再跑一趟开证明才能入住！广州哪个酒店这么蠢？前台一男的10.12日中午当班的连全世界酒店最基本给客人叫个车都不肯，说本店没礼宾部 前台没叫车的责任！叫客人再走几十米到大马路上去扬招！可笑至极。房间无窗无浴缸，最后一次入住
0,酒店在装修，整体感觉特别不好，正门都走不了，车也不让停，服务人员也不协助找停车的地方，哪里像是五星的服务水准？房间卫生状况也不是很理想，备品也不像是五星级的，比如牙刷根本就是劣质产品。酒店整体的软性服务也需要提升，看得出是个管理很一般的饭店，服务有员整体素质一般。
1,用气泡垫，怕挤到，服务很到位，期待用过追加好评。
0,我买的是M码 我这么大个人175CM/62Kg，穿起来竟然还长 本了想买来打底的 看到这买大件就呵呵了
0,书里多是名词，没有想象的那么好，有点不实用，没有继续读下去
1,衣服面料挺不错的。没有色差，很满意。
1,国产品牌做到这样很不容易了。国人值得购买好用！
0,内存16g的为什么只有10g多？用起来不好用，存储卡读不出来，差评，懒得换货退货了！扬声器的音质真的不敢恭维
1,环境和地理位置很好	房间有点旧	浴室也比较简单	出门TAXI不方便.这次公务	要是去旅游还是住那里.
1,618买的，加上代金券，比超市便宜太多了。就是不小心买了油性头皮适用，希望不会太干燥吧。
0,刚买就掉价。。实在不想多说什么了。东西其实挺好的。就是价格经不起跳水。
1,快递速度快，手机也不错，哈哈，老公很喜欢！下次还要来购买！
1,刚到手，商家很用心用了一个大箱子，只为装这幺小的一个板。
0,果然跟评价的一样！洗完后头发跟油了好几天似的！真真是愁死了！没用吹风机吹的话头发都胡住了！介绍上面明明说适用于油性发质！难道这是传说中的以毒攻毒？*买了一个教训！
1,看卡通世界纪录了啦是卡奴记录了卡路空间距离
0,刚买一个月多几天就故障了，送售后说是检测机器解锁不在保修范围，机器的问题说是人为的，从口袋拿出发现全机身高温无法运行，p9华为，
1,挺好的，看着新鲜，就是个头不平均，有的好小，吃了一个尝了下，带少许酸不够甜，买了五箱，一个撞了的还一个坏了的，其它都好，！不管怎么说还是很信赖京东的！
1,第一次用…感觉不错诶…等明天看看效果…可能以后都用它了，自营上午下单，下午就到了，当天就用得到真爽
1,大小合适，无色差，朋友都说好看，摸着面料也舒服，好。
1,非常棒，解码能力很强，什么都能播放，很适合我，观影效果极佳，电量也大
1,服务热情，交通便利，早餐品种少点，但是比较干净，下次去重庆还会去住~~~
0,穿了两次，洗了两次，第一次洗后，裤子就变得皱巴巴的，非常难看，完全看不下去，而且洗一次后就褪色了，变白了，洗两次后裤子就完全没用了，以后不能在京东里买衣服，太差了。
1,还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错
1,这个价位算可以的了，挺好的，质量不算次物流也快。好评
1,不能说没有一点点问题，但酒店所有员工都在用一种非常的热情给每一个客人以尽可能的服务，所以，我愿意把最高的评价给这个酒店。
1,刚收到这裤子，给我的第一眼就是这款式很不错，面料摸起来感觉很好，穿起来也很帅，快递也是不错的。
1,用了一天才来评价，京东的送货速度一直很快，包装完整，送了膜和套，还有乐视会员卡，都挺好的。平板外观好看，运行还可以，看电影不卡，游戏有些慢，电池充好只能一天，充电3小时左右充满。home键是触碰不能按，有些不习惯。总体还算满意。
0,一般，款式老，面料比较粗糙，
0,人家的烟台苹果从烟台发货是不打蜡的，你们广州发货号称正宗烟台苹果好好反省一下那层滑滑的东西是什么！还京东自营！
0,第一天穿就坏了，什么质量啊，果断差评，又亏了。
0,一根胶带完成包装，大写的服，搬到半路散一地
0,洗发水不是正品的，老公和他们朋友都用了，说用了头发干，跟之前买的不一样，
1,不错，房间够大，无论是硬件还是软件都足够过关。值得推荐！
1,王府是值得推荐的酒店，因为：1、保安及饭店的其他员工服务态度很好，对宾客非常有礼貌，还有免费送机等项目。2、自助早餐是开到下午一点半，而且还很丰富。3、每天有免费的水果和热牛奶送上。4、最主要的是房间超大，卫生间超大，床超大，干净。补充点评 2008年6月16日 ： 我是2008年6月7日开始在王府住了3个晚上
1,这确实是一本有趣的书，大人读了也会欣然一笑。不过个人觉得，淘气、破坏、犯“错误”本来就是孩子的天性，这是他们学习成长的独特方式，在一定的范围内，家长们尽可以由着他们自由发挥，不必严加干涉，尤其对于3岁以前的孩子，其实你和他讲一大堆道理，也不如一次亲身体验来的奏效，相反，道理讲得太多，有害无益。宝宝的快乐是家长的快乐，以上观点，欢迎指正。
0,太失望了，东西感觉不是正品，头发越洗越油。
1,这次是618买的，这次快递慢了很多，好在不急用，赠品满多的，挺划算的。
1,裤子质量超级棒，穿起来也蛮有型的，颜色也很正，喜欢的朋友可以入手！哈哈！
0,只要读一读南怀瑾老先生的《论语别裁》，就发现于丹的心得是多么的肤浅，感觉南怀瑾与于丹在一起，就象大学教授与小学生在一起一样。
0,都不是新鲜的苹果，也不甜。第一次对京东在购买的东西这么不满意的，一直以来对京东的品质挺有信心的，这次受打击了。
1,裤子穿着非常舒服，面料也很好，穿得很得体。很赞的裤子，以后也会再来买，多多光顾～～
1,裤子太好了 穿着特别修身 质量不错 穿着很舒服 客服态度好 物流也快 很棒的一次购物 还会再来
0,不知道怎么回事，验货和体验的时候没什么问题，但是装完XP后光驱吱吱的响，正在查找原因，但愿这个毛病是暂时的，要不那可真是郁闷了
0,我去你mlgb.百分百是贴牌货.包装盒是打开的.一直用沙宣.这次味道完全不一样.此单后不再信京东.
1,宝贝一收到就迫不及待的打开了，包装很严实，一点也没有磕磕碰碰，白色很大方，如果有赠品就好了?，性能方面还没用，等用过后在追评，目前很满意。
0,太小了，根本不值这个价钱，还没我手大。坑
0,明明订了双早，还一定要我们缴费！失望透顶！
1,常用沙宣，洗发护理效果不错。搞活动就买点备着。京东送货很快。
1,去头屑效果显著 只买对的不买贵的
0,面料比较硬，也不薄，不满意
0,差评	昨天刚拍的今天就降价了！
1,秒杀买的，有秒杀限制！！！价格是真便宜啊
1,裤子收到了，还可以物流送货也还到位。
1,一直吃这个牌子的苹果虽然个头不大 但味道还不错
0,味道不错，好闻比超市便宜，买越多越便宜
1,没错就是你，我最爱的蒙牛
0,手机有一点弯，能塞进两张纸，包装太差，物流太慢，几天都不送，还是我自己去拿的，差评
1,物流非常给力，包装严实，完好无损。热水器还没安装，看着很不错，质量也很好，这就是品牌的力量！
1,感觉还行，快递也挺负责的，除了个头小点，其他还好
1,目前3k以下的笔记本很少有货的，这个相对来说还算可以。配置比较全，带摄像头，整体做工尚可，装ghost版的系统很容易搞定。
0,吃第一个苹果就这样，赶紧吐出来，恶心
0,房间的条件实在是很一般，很陈旧的感觉。我们的房间也是正好对这个停车场。早餐也不怎么样，种类很少。也就是3星级的标准，房价却很贵。去圣亚海洋世界的时候无意中看到了星海假日酒店，外面看上去感觉就特别好，蛮好多花点钱订这个的呢
0,东西收到第一天就闪屏，忽明忽暗，注：亮度调节已关。找客服也是敷衍了事，不负责任的说词，大家以后千万不要被骗了。
0,房间及服务很一般，餐饮颇贵。下次不选择入住。
0,酒店价格偏贵，不过卫生还算可以，最容忍不了的是，入住后发现是无窗，早餐基本没啥可吃的，非常简陋。
1,性价比比较高，唯一的遗憾是严重的黑边
0,这是我住过香港最烂的酒店.房间小得超出我的想象	电视机是14寸的	床与电视机的距离只有60厘米.整个客房包括卫生间不超过8平方.晕死!
1,第一次在网上买洗发水，怕买到不是正品。用过才来评价的    还行，送了赠品，用用看长期的效果，再来评价吧
1,总体来说，还不错。房间比较干净，服务也不错
1,为了白彦的死，伤心了好久。很久没有为了一本书。为了一本书里那些如此贴近生活的文字而感动伤心了。喜欢宁默的潇洒，刚开始的时候还在为他们两个在面对爱情时的清醒而不解。最后直到白彦意外死后出现的地图，宁默的反应。才知道原来他们都爱彼此爱的那么深。。。。想起了宁默那句话，她跟梁葳葳说她宁愿输给她，输给任何人也不想输给生离死别。。。。
0,不值这个价钱，是别人退货的产品，很明显是拆封过的，很不爽的一次购物
0,码数严重不对 买的L码 严重大很多 无语
0,这个火龙果不如另外一个牌子好，建议别买。    太坑人了，把很小果子包装了几层装大盒子。    不如去外面店里买的好。
1,房间有点小，398元的高级间，挺干净的，在北京，算是性价比高的了，就是没有早餐。周围吃饭地方少。单人间很小，单人床靠 墙放，另外一般450mm宽。毛巾，浴巾看上去很干净。
1,房间很干净。餐厅饭菜一般般。可惜没有独立的沙滩，需要步行一段路才能到海边。补充点评 2007年12月13日 ： 价格比较实惠。
0,房间卫生太差 床上有长发丝 浴缸也有 地皮上都没干净 后来换了房间 早点不怎好
0,太老旧了 这个酒店 潮湿味重 设施旧 仿佛九十年代的产物
1,用了有一个多月了， 感觉还行，经常用微信和，目前为止还顺畅
0,Mini	 不够新鲜，昨天收到，今天就一个外皮已经腐烂变黑了
0,说好送的吹分机没有差评
0,竟然收下了烂的火龙果！售后说天气热 主要是是运输中的原因。一天就运到了，你相信运出前一点没坏！太恶心了。售后还善意提醒不要食用要扔掉！你妹的，你来吃，我给你留着怎么会有这样的情况，刘**你知道吗？你敢吃吗？
1,去年底给老爸买了一台，相当满意。现在又买一台给女儿学英语。家里人的手机也都陆续换成了荣耀，国产越来越好了
1,又降价了，省了300，刚好赶上时间 非常沉稳，拿在手上很有成就感
0,太差了	千万不要订这家酒店!!!!表面看着很气派	其实房间在后院	而且一边在锅炉旁边	一边在路边	房间还不隔音	所谓的大床房其实是最小的房间	就一张床的大小	关键是吵的睡不着	厕所有味道.早餐就更普通了	总之	千万不要订这家酒店!!!!
1,房间宽敞，装修比较舒适，但是冲淋房设计不合理，须将浴缸和冲淋房隔开。
0,2分 服务和房价成反比。门口的服务人员不帮客人拿行李，一进饭店大厅就有一股霉味，进入房间后霉味更大。以后肯定不会再入住这家饭店了！这2分是给地理位置的分，这家饭店地理位置不错，距地铁站很近，离静安寺也很近，逛周边的商圈也很方便。原本是想给零分的！
0,不满意，实际的背心小太多
1,已经用完一个小瓶了，洗完后头发确实很柔顺，就是超过两天不洗感觉就会有头屑了，不知道是不是个人问题还是也有和我一样的
1,东西收到！和想像一样。没失望！还在体验中！后期再评！物流点个赞！
1,是正品，京东商城放心购买，包装好送货快，
0,收到是白屏，太郁闷啦。不知道是质量问题，还是大偶尔。但愿是个案。
0,苹果很多都坏掉了，丢掉30%，应该是物流运输碰的，很不满意
1,还不错，挺好的，而且服务挺周到的，物流非常快所以给五颗星
1,买给妈妈用，装了个微信，可以视频聊天了，感觉非常好！
0,不建议大家住该酒店，我就是没有看网上点评，入住后很窝火。
0,蒙牛负面消息不断，让人瞠目结舌，牛总还是先务实吧!
1,该酒店比较干净，环境也不错，就是房间比较少，当我第二次再预定的时候，就已经没房间了。
0,真他妈缺德，老子以后再也不喝蒙牛了！
1,不错，之前买的那两桶快用完了，囤货中
1,价格相对其它品牌有点贵，但冲着华硕这金漆招牌，还是挺值得。赞一个，总体质量过关。
0,假的，京东超市能开下去么？早上洗晚上就痒？
1,性价比很高，同事买了，然后我觉得相当不错，就给我老婆买了一个，我老婆相当的喜欢这款机子。
1,宝贝收到了，质量很好，穿着挺好看的，不掉色，喜欢呀
0,差评给派送员的，电话都不打一个直接发信息说在大厅
0,内存太小了点，vista肯定跑不动 需要加内存。改成XP后内存基本够用，可等内存价格回落后再购买。 外壳是镜面的，但是好看不好用，容易变成指纹收集器 显示屏也是镜面的，觉得对眼睛不好
1,外观看来不错，不过能不能用，等我试试吧?
0,商家描述是纯棉的实际商品与商家描述不一
0,酒店早餐真的特别不好，品种不多不说，而且还不热乎。酒店环境无功无过。
0,大堂是喧闹的，房间地毯是脏的，浴室淋浴龙头是坏的，毛巾是黄颜色的。补充点评 2007年9月11日 ： 虽然号称是5星级酒店，但是感觉其档次很低。很多欢场女子出入其中，让人又不安的感觉。
0,买回来手机7天，音响就破音了，让人很无语。京东自营的质量也没有保证了。建议不要买。
0,看了几分钟就再没动过，可能是实在没有学习的动力了
1,赞赞赞，赶着活动买的超赞。洗发水一直用清扬的，很好用。京东物流时效非常有保障。买的套装，买两大瓶，还送了三小瓶，超值
1,挺高端的感觉，在等壳子和膜，送的膜不想用。。
1,3999自提的，超高性价比，用着相当不错。还有点当年IBM的感觉。运行稳定 质量有保证 散热也很到位
1,外形还OK	用了2天了在VISTA下玩游戏还行的.发热量有时大有时小不知道为什么	不过总体上来说还不是很大	4600买的还送个大礼包.
0,随机拿了两个吃，一个黑心且不熟，另一个勉强，其他不一定咋样呢！。以后水果还是不要网购了，
0,你敢相信没sim卡槽 这是为什么敢告诉我不 用了这么长时间刚想安卡 结果居然这样低级错误都有
0,为神马蓝色的背心和网上图片差距真么大，还掉色
1,主要用来给小孩看电视，没怎么用其它的功能，具体好不好还不清楚，能打电话还是不错的，关键时可以当手机用
0,物流也太慢了吧，太不值当了
0,差评，在京东卖东西第一次手机差评的，*钱买了开了的？就这样包装过来？真怀疑不是正品，在外面的假货！
0,质次价高的3星酒店。无烟房里烟味大，用品低劣，地毩脏，以后不会入住。
0,这件夹克质量太烂了，面料又重又硬感觉十几斤重压在身上，很不舒服！下回绝对不这牌。
0,歪瓜裂枣形容，很不爽，个头小，还没个正形的
1,外观非常漂亮，虽然是T的，没觉得比P的CPU慢。散热觉得还是不错的。 配的遥控器很好玩，薄薄的，看电影时很方便操控。
1,键盘好炫啊，我真是超喜欢超喜欢。还有他的外形我也好喜欢，一个字，薄！我可不喜欢TCL那种厚厚小小的。还有手机容量很大，手机机身就能存100条短消息。
1,裤子质量也不错，穿上很是合身是正码
0,钢琴烤漆的面盖很容易印上指纹	显示屏与下面的连接时塑料的	据说用久了容易松动.
1,收到货了，裤子质量很好，快递很给力，第二天就收到货了，客服服务很好，下次继续购买花花公子的衣服和裤子
0,不咋太好洗了第二天头上还是油很多
0,老婆说洗了头很痒，不知道怎么回事，按道理说京东自销的不应该有假的啊，一直在京东买东西，这次是最差的一次，
1,之前没看过实物，跟想象之中没分别；美观、键盘好用、功能齐全，一般日常上网用足够料。
0,小屏本的通病，键盘有些局促，不适合爷们使用，内胆包稍大了些，续航时间貌似只有6个小时左右，未预装OFFICE，我自己下载安装的2007，系统分区太大，本人用分区魔术师将D盘调整到130G，其余的归C盘
1,对宁夏大厦的的服务环境和设施都非常满意，有机会还会再入住的。也会推荐给朋友们！感觉很好！
1,京东年中大促活动实在太给力了，已经养成习惯每年这时候买完一年的日用品囤着！
0,和假的一样 ，洗的头皮痒 还有头皮削
1,宝贝质量不错是正品，款式新颖美观大方，性价比很高物美价廉。
1,性价比还是蛮高的，此本本在本地卖6999，前台优惠99元，估计找老板便宜个300~500就差不多了，京东的东东还真的便宜。
1,第二次买了，值得推荐，又脆又甜，过个头大！
1,99买的还可以吧！还没用希望是正品。
0,要给差评了，苹果表面看起来是好的，一削皮，几乎三分二都有因为碰伤而烂掉的。
0,物流很快，第二天就到货，但一开箱就一股异味，苹果皮色一看就不新鲜了，然后试吃一个，非常强烈的发酵味道，实在无法下咽。感觉苹果是过期很久，可能在仓库压了一周以上。联系了售后，申请退货，同意退回商品价，但不退邮费。现在一星期了，连商品价都未见退款。总而言之，非常失望的一次采购，打击了在网上购买水果的热情
0,还好很美观，安装费太贵花了190元。
1,第二天就到了，炒鸡快！用了一阵子，木有问题，价格便宜，大小合适，妈妈用来看电视剧，很合适！
0,东西还可以，不过配货及物流体验不好。下单时的预计到货时间是当天，拍下后延迟一天，到送货时再推迟一天
0,差评！！！屏幕不清晰，看小说都有点模糊，伤眼镜
1,速度还是很快的，很郁闷的是苹果的一些游戏华为是不能下载的
0,京东相关回答错误，不是LED背光屏，键盘不是钢琴烤漆，无线网卡是英特尔5100的！请京东改正。 其他的不足嘛，就是硬盘小了点，不过够用了！
1,今天洗头发用了，效果挺好的，无硅油洗发水用着健康。日期见图片。
1,买了送人的，没有拆开，包装高大上，以前自用买了一个，这次活动便宜好几百，价格好划算啊，以后还会降价吗？？？
1,行政房间太小。不过还算可以。所谓湖景房，实际上看不见湖的。离西湖起步价。也不算近。其余的还可以吧。
0,太差了，个儿又小而且不新鲜，打开包装我都惊呆了，大家看图吧
0,1、速度太慢了些，一般要过一会有机子才会对刚刚的操作有反映。2、屏幕经常黑屏，用着好好的，自己就黑了3、返修好慢哦，我机子送去一个月了，电话过去，KF说还要再等等
0,很不爽……我昨天买*，今天就卖*！价钱这样变。怎么让消费者满意，又不能补差价，还是*，价格如果有差，还会补回给消费者！第一次在京东买，也是最后一次。
0,手机反映慢，听筒声音特小，买了就凑合着用吧，没多久竟降价四百，感觉上当了，差评，第一次在京东上买东西就这样，真差劲！
1,相信京东，快捷方便，生活好帮手，离不开的生活助手，正品有保障，优惠多多，每天都能发现新乐趣，选品牌选京东！
1,哟哟哟，好评，早上下的订单下午就到了。包装精美，还自带发票。主要就是超值。六件才不到一百。我是看了广告才来买的。我发质本来就不好，后期再追评?
0,快递真心慢 等了三天快四天了 而且码子不对
1,宾馆的服务是可以的	房间的硬减设施也可以	就是电视好象应该换了!酒点的地理位置在市中心	出行非常方便!
0,东西太差劲了 我买回来几天也没咋用 等我用的时候才发现老是跳屏 卡一下
0,垃圾玩意，跟地摊货一样，
0,果子小不说，还是烂的，味道也不行
1,设施虽稍陈旧一些	但良好的服务给人温暖.酒店所处地理位置和环境极好.对年龄较大的个人旅游者而言	入住该酒店不失为较佳选择.
0,缺德的手机，经常卡！以后再不买华为，华而不实！p10就能看出他们的狗眼！
1,物流超快，包装也不错，产品挺好，挺香的，没有打蜡。
0,仅仅双十一这一段时间，受到的打击很大啊，商品送到时外包装纸盒已经挤变形了，内部的洗发水已经开了，并且漏在了纸盒和本身的瓶子上，标签里面还有标签？什么情况？整体感觉有点脏。我想知道这就是京东自营么？？？是不是伤老用户的心！
1,我是第一次用本本就买这么贵的，我开始的时候都用点担心，因为不知道京东的东东好不好，现在我觉得，在京东买东西真的很便宜，很好，而且发货超快，昨天定的货，今天就收到了。下次我一定会再在京东买东西的。
0,不甜带点酸味，还有磕碰伤的，之前买过甜脆的，所以再来，结果不满意。
0,颜色相差甚远，物流比较慢
1,这个苹果很脆很多水……又买了几箱送人
